Start,Stop,Midpoint
"(227, 12)","(23, 177)","(126, 95)"
"(191, 44)","(31, 13)","(116, 24)"
"(206, 33)","(165, 198)","(175, 105)"
"(79, 48)","(142, 246)","(103, 154)"
"(219, 165)","(63, 200)","(132, 173)"
"(55, 39)","(190, 35)","(124, 42)"
"(158, 202)","(235, 29)","(204, 123)"
"(149, 32)","(140, 58)","(148, 48)"
"(152, 61)","(254, 254)","(203, 157)"
"(28, 143)","(121, 184)","(73, 165)"
"(161, 208)","(221, 177)","(183, 185)"
"(2, 178)","(112, 231)","(59, 202)"
"(109, 87)","(153, 232)","(124, 166)"
"(142, 171)","(62, 165)","(99, 171)"
"(32, 117)","(22, 188)","(28, 153)"
"(81, 224)","(123, 144)","(108, 190)"
"(90, 166)","(52, 9)","(81, 78)"
"(88, 14)","(6, 211)","(42, 107)"
"(117, 38)","(134, 134)","(131, 80)"
"(172, 146)","(238, 74)","(209, 114)"
"(1, 115)","(38, 249)","(28, 173)"
"(108, 70)","(11, 217)","(77, 161)"
"(16, 8)","(62, 234)","(21, 139)"
"(39, 227)","(157, 206)","(92, 211)"
"(180, 67)","(10, 110)","(91, 84)"
"(188, 33)","(247, 80)","(218, 56)"
"(239, 219)","(120, 98)","(157, 181)"
"(209, 201)","(49, 16)","(108, 130)"
"(73, 185)","(212, 234)","(148, 204)"
"(107, 125)","(46, 245)","(73, 181)"
"(173, 23)","(4, 66)","(70, 26)"
"(207, 213)","(213, 34)","(209, 123)"
"(142, 35)","(183, 132)","(162, 84)"
"(174, 241)","(206, 174)","(188, 206)"
"(126, 82)","(173, 194)","(137, 150)"
"(219, 78)","(98, 99)","(156, 86)"
"(60, 1)","(239, 5)","(149, 3)"
"(185, 168)","(24, 57)","(113, 104)"
"(101, 101)","(40, 77)","(74, 86)"
"(15, 134)","(83, 55)","(43, 89)"
"(48, 49)","(123, 146)","(91, 92)"
"(193, 191)","(179, 79)","(191, 130)"
"(190, 196)","(99, 176)","(153, 178)"
"(148, 217)","(91, 107)","(110, 172)"
"(136, 111)","(54, 16)","(82, 77)"
"(29, 227)","(60, 89)","(34, 148)"
"(245, 153)","(137, 165)","(197, 166)"
"(141, 115)","(212, 122)","(175, 120)"
"(126, 0)","(215, 194)","(169, 98)"
"(240, 238)","(236, 163)","(239, 200)"
"(112, 124)","(161, 244)","(147, 173)"
"(160, 77)","(167, 26)","(167, 55)"
"(253, 80)","(78, 173)","(134, 95)"
"(180, 204)","(19, 55)","(93, 136)"
"(221, 62)","(135, 79)","(181, 73)"
"(243, 255)","(195, 64)","(229, 150)"
"(215, 8)","(148, 56)","(179, 29)"
"(97, 14)","(87, 110)","(88, 58)"
"(12, 161)","(106, 150)","(57, 154)"
"(154, 17)","(37, 46)","(88, 24)"
"(84, 74)","(218, 230)","(136, 167)"
"(85, 131)","(229, 219)","(153, 179)"
"(24, 52)","(189, 209)","(96, 141)"
"(245, 100)","(199, 41)","(221, 72)"
"(9, 112)","(252, 79)","(131, 96)"
"(80, 37)","(74, 203)","(76, 119)"
"(67, 123)","(45, 161)","(57, 143)"
"(183, 124)","(64, 97)","(135, 99)"
"(84, 20)","(226, 3)","(160, 18)"
"(173, 105)","(78, 9)","(138, 45)"
"(237, 180)","(237, 109)","(237, 145)"
"(252, 92)","(110, 199)","(182, 146)"
"(157, 179)","(157, 8)","(157, 94)"
"(7, 36)","(146, 131)","(75, 85)"
"(116, 40)","(199, 201)","(179, 99)"
"(176, 205)","(74, 206)","(126, 206)"
"(149, 27)","(119, 122)","(144, 84)"
"(93, 209)","(121, 90)","(104, 147)"
"(40, 79)","(32, 50)","(37, 64)"
"(35, 182)","(47, 137)","(37, 156)"
"(148, 52)","(188, 118)","(164, 89)"
"(195, 207)","(251, 40)","(209, 110)"
"(58, 23)","(97, 144)","(84, 77)"
"(185, 67)","(34, 203)","(98, 123)"
"(143, 77)","(214, 20)","(167, 37)"
"(74, 182)","(242, 236)","(161, 206)"
"(206, 45)","(137, 118)","(152, 62)"
"(3, 182)","(63, 110)","(28, 141)"
"(99, 40)","(30, 234)","(76, 148)"
"(207, 183)","(20, 211)","(120, 203)"
"(211, 18)","(158, 32)","(189, 29)"
"(185, 130)","(215, 157)","(199, 144)"
"(251, 199)","(149, 71)","(204, 131)"
"(24, 175)","(103, 7)","(52, 80)"
"(198, 99)","(3, 81)","(99, 92)"
"(87, 239)","(135, 49)","(104, 137)"
"(227, 70)","(101, 252)","(164, 161)"
"(91, 207)","(205, 5)","(129, 87)"
"(54, 203)","(238, 15)","(129, 92)"
"(139, 180)","(204, 226)","(168, 206)"
"(221, 121)","(173, 67)","(201, 90)"
"(190, 6)","(122, 12)","(158, 11)"
"(209, 167)","(136, 83)","(189, 109)"
"(187, 203)","(120, 140)","(149, 176)"
"(80, 192)","(80, 33)","(81, 113)"
"(69, 30)","(155, 4)","(119, 24)"
"(169, 140)","(103, 98)","(144, 111)"
"(214, 36)","(159, 157)","(161, 71)"
"(60, 133)","(134, 216)","(98, 173)"
"(84, 180)","(181, 135)","(148, 173)"
"(87, 173)","(226, 232)","(155, 204)"
"(106, 188)","(155, 204)","(123, 203)"
"(213, 149)","(199, 17)","(209, 80)"
"(56, 236)","(52, 39)","(54, 138)"
"(67, 67)","(11, 157)","(31, 104)"
"(9, 0)","(167, 40)","(84, 24)"
"(196, 62)","(73, 229)","(103, 114)"
"(30, 46)","(78, 170)","(59, 103)"
"(57, 182)","(128, 155)","(100, 176)"
"(192, 150)","(11, 37)","(103, 92)"
"(21, 40)","(17, 195)","(17, 115)"
"(137, 179)","(169, 182)","(154, 179)"
"(223, 2)","(175, 136)","(177, 47)"
"(215, 71)","(16, 100)","(114, 84)"
"(202, 116)","(106, 165)","(140, 126)"
"(44, 19)","(113, 183)","(72, 107)"
"(220, 189)","(64, 128)","(134, 167)"
"(10, 107)","(28, 116)","(20, 110)"
"(76, 48)","(90, 140)","(81, 96)"
"(243, 43)","(210, 183)","(227, 113)"
"(151, 85)","(142, 201)","(150, 146)"
"(62, 155)","(10, 224)","(27, 180)"
"(80, 251)","(134, 144)","(106, 197)"
"(195, 110)","(52, 16)","(141, 46)"
"(193, 229)","(67, 155)","(119, 203)"
"(223, 64)","(187, 124)","(203, 92)"
"(138, 143)","(171, 9)","(152, 74)"
"(87, 220)","(227, 53)","(121, 101)"
"(121, 68)","(32, 91)","(81, 84)"
"(139, 198)","(1, 82)","(83, 127)"
"(94, 127)","(248, 224)","(165, 181)"
"(206, 76)","(114, 227)","(164, 155)"
"(150, 125)","(13, 241)","(74, 175)"
"(211, 170)","(228, 13)","(220, 92)"
"(60, 211)","(34, 109)","(36, 171)"
"(249, 42)","(24, 138)","(115, 68)"
"(165, 190)","(100, 101)","(115, 163)"
"(39, 167)","(233, 107)","(130, 131)"
"(152, 115)","(208, 35)","(156, 51)"
"(240, 160)","(102, 98)","(184, 116)"
"(36, 191)","(132, 149)","(92, 178)"
"(8, 167)","(232, 110)","(117, 136)"
"(220, 56)","(80, 76)","(154, 70)"
"(48, 12)","(127, 114)","(82, 68)"
"(230, 30)","(165, 147)","(201, 92)"
"(193, 245)","(134, 171)","(177, 195)"
"(100, 108)","(247, 138)","(176, 120)"
"(98, 128)","(241, 124)","(167, 123)"
"(60, 143)","(14, 122)","(43, 127)"
"(110, 190)","(195, 199)","(148, 199)"
"(116, 82)","(202, 73)","(158, 77)"
"(87, 235)","(172, 118)","(140, 187)"
"(228, 146)","(28, 16)","(150, 59)"
"(254, 13)","(109, 55)","(177, 29)"
"(69, 244)","(99, 98)","(77, 164)"
"(113, 225)","(157, 152)","(140, 194)"
"(67, 182)","(255, 162)","(159, 170)"
"(13, 69)","(54, 7)","(28, 33)"
"(131, 138)","(227, 41)","(185, 96)"
"(255, 72)","(59, 251)","(163, 167)"
"(63, 223)","(237, 187)","(151, 206)"
"(148, 60)","(138, 182)","(143, 121)"
"(205, 211)","(134, 198)","(167, 207)"
"(10, 101)","(77, 111)","(42, 107)"
"(225, 119)","(45, 193)","(149, 170)"
"(117, 175)","(247, 158)","(185, 170)"
"(199, 143)","(239, 114)","(219, 129)"
"(108, 79)","(126, 187)","(109, 141)"
"(37, 135)","(122, 41)","(77, 86)"
"(184, 246)","(59, 203)","(122, 224)"
"(138, 222)","(3, 100)","(85, 147)"
"(46, 106)","(190, 111)","(119, 107)"
"(158, 184)","(187, 250)","(172, 217)"
"(139, 198)","(143, 114)","(139, 154)"
"(146, 113)","(61, 33)","(88, 89)"
"(185, 232)","(196, 199)","(187, 212)"
"(76, 173)","(163, 112)","(113, 136)"
"(151, 78)","(63, 233)","(84, 132)"
"(132, 27)","(58, 145)","(113, 104)"
"(81, 249)","(17, 179)","(61, 202)"
"(14, 171)","(164, 209)","(88, 191)"
"(240, 66)","(42, 166)","(122, 97)"
"(84, 87)","(232, 19)","(156, 51)"
"(204, 244)","(155, 167)","(182, 203)"
"(122, 210)","(217, 82)","(170, 147)"
"(65, 86)","(173, 138)","(123, 108)"
"(244, 161)","(4, 196)","(120, 174)"
"(18, 206)","(231, 36)","(111, 108)"
"(163, 203)","(60, 100)","(106, 157)"
"(17, 247)","(66, 118)","(27, 168)"
"(45, 81)","(61, 112)","(50, 99)"
"(26, 4)","(152, 78)","(106, 24)"
"(45, 223)","(234, 50)","(111, 108)"
"(209, 200)","(152, 235)","(179, 216)"
"(149, 251)","(92, 31)","(108, 154)"
"(179, 183)","(212, 130)","(196, 157)"
"(217, 104)","(224, 187)","(220, 146)"
"(156, 84)","(240, 65)","(206, 83)"
"(26, 245)","(29, 27)","(27, 136)"
"(199, 222)","(54, 91)","(118, 165)"
"(251, 78)","(47, 41)","(150, 59)"
"(109, 86)","(74, 58)","(87, 77)"
"(180, 159)","(227, 82)","(204, 121)"
"(225, 105)","(206, 46)","(221, 70)"
"(95, 130)","(197, 85)","(133, 95)"
"(111, 236)","(176, 238)","(142, 238)"
"(168, 66)","(62, 242)","(104, 143)"
"(17, 94)","(253, 55)","(144, 84)"
"(176, 183)","(62, 231)","(119, 207)"
"(113, 221)","(9, 34)","(74, 115)"
"(222, 130)","(110, 187)","(164, 156)"
"(159, 20)","(65, 116)","(113, 69)"
"(210, 39)","(241, 215)","(224, 128)"
"(116, 108)","(29, 153)","(79, 137)"
"(133, 222)","(73, 109)","(98, 171)"
"(51, 83)","(176, 64)","(110, 70)"
"(0, 112)","(123, 244)","(74, 165)"
"(253, 154)","(246, 80)","(252, 115)"
"(98, 242)","(212, 216)","(144, 218)"
"(158, 238)","(48, 168)","(110, 196)"
"(219, 94)","(195, 116)","(209, 107)"
"(164, 104)","(33, 255)","(99, 180)"
"(82, 125)","(149, 143)","(117, 132)"
"(131, 20)","(136, 50)","(131, 37)"
"(111, 198)","(235, 50)","(190, 141)"
"(156, 29)","(32, 151)","(89, 85)"
"(204, 151)","(202, 50)","(202, 102)"
"(164, 196)","(232, 250)","(201, 220)"
"(155, 199)","(252, 163)","(213, 191)"
"(239, 179)","(208, 155)","(216, 175)"
"(107, 46)","(151, 99)","(135, 66)"
"(159, 79)","(96, 42)","(141, 47)"
"(100, 4)","(142, 146)","(138, 58)"
"(80, 72)","(226, 94)","(152, 84)"
"(214, 200)","(95, 88)","(133, 166)"
"(32, 237)","(22, 121)","(29, 177)"
"(145, 235)","(45, 98)","(105, 157)"
"(81, 133)","(240, 143)","(162, 136)"
"(115, 136)","(186, 29)","(147, 79)"
"(181, 189)","(89, 59)","(109, 150)"
"(131, 170)","(101, 85)","(109, 135)"
"(26, 145)","(153, 27)","(88, 85)"
"(119, 117)","(48, 99)","(86, 106)"
"(26, 208)","(110, 173)","(61, 184)"
"(142, 232)","(180, 24)","(150, 117)"
"(194, 116)","(159, 39)","(164, 90)"
"(98, 141)","(43, 233)","(68, 184)"
"(25, 244)","(97, 113)","(68, 186)"
"(1, 214)","(13, 192)","(8, 204)"
"(240, 244)","(4, 200)","(138, 206)"
"(229, 178)","(48, 164)","(137, 173)"
"(60, 235)","(151, 249)","(101, 246)"
"(184, 45)","(54, 144)","(122, 97)"
"(28, 11)","(110, 188)","(70, 98)"
"(45, 102)","(186, 91)","(115, 96)"
"(179, 238)","(155, 38)","(162, 143)"
"(238, 195)","(53, 83)","(119, 166)"
"(105, 95)","(18, 110)","(61, 102)"
"(213, 221)","(72, 219)","(143, 220)"
"(200, 170)","(238, 167)","(220, 170)"
"(18, 189)","(34, 231)","(32, 204)"
"(56, 8)","(77, 109)","(75, 50)"
"(216, 146)","(140, 230)","(170, 180)"
"(118, 245)","(166, 174)","(145, 213)"
"(188, 93)","(205, 176)","(198, 133)"
"(197, 37)","(167, 53)","(179, 42)"
"(18, 225)","(4, 51)","(17, 132)"
"(85, 249)","(145, 8)","(108, 122)"
"(95, 62)","(212, 58)","(151, 58)"
"(101, 166)","(204, 99)","(144, 124)"
"(24, 205)","(96, 238)","(51, 230)"
"(50, 63)","(104, 69)","(75, 68)"
"(219, 218)","(69, 35)","(112, 159)"
"(61, 251)","(200, 203)","(129, 226)"
"(57, 96)","(93, 211)","(76, 152)"
"(197, 129)","(253, 130)","(224, 130)"
"(77, 121)","(93, 53)","(81, 83)"
"(93, 110)","(123, 144)","(108, 127)"
"(190, 157)","(240, 205)","(215, 181)"
"(132, 200)","(216, 205)","(171, 205)"
"(242, 186)","(212, 90)","(227, 138)"
"(127, 95)","(215, 137)","(187, 100)"
"(14, 143)","(38, 117)","(30, 134)"
"(198, 139)","(11, 209)","(107, 176)"
"(215, 80)","(152, 129)","(198, 119)"
"(248, 210)","(146, 63)","(203, 131)"
"(213, 36)","(230, 253)","(220, 146)"
"(205, 2)","(184, 22)","(198, 15)"
"(41, 184)","(125, 145)","(77, 159)"
"(128, 247)","(157, 150)","(142, 198)"
"(62, 70)","(120, 104)","(89, 89)"
"(55, 11)","(155, 91)","(126, 30)"
"(204, 135)","(250, 111)","(230, 126)"
"(214, 219)","(222, 91)","(220, 157)"
"(97, 114)","(186, 131)","(139, 125)"
"(106, 63)","(222, 12)","(164, 38)"
"(110, 40)","(245, 170)","(183, 99)"
"(101, 110)","(241, 203)","(150, 177)"
"(41, 95)","(246, 54)","(153, 84)"
"(13, 158)","(72, 208)","(36, 189)"
"(118, 11)","(212, 89)","(152, 63)"
"(167, 81)","(220, 172)","(192, 128)"
"(163, 82)","(57, 38)","(114, 56)"
"(119, 34)","(40, 169)","(81, 103)"
"(45, 95)","(63, 79)","(51, 84)"
"(185, 207)","(18, 185)","(93, 205)"
"(16, 175)","(180, 223)","(103, 194)"
"(174, 88)","(42, 194)","(94, 127)"
"(210, 20)","(208, 128)","(208, 73)"
"(202, 164)","(203, 228)","(203, 195)"
"(199, 38)","(113, 225)","(156, 131)"
"(51, 131)","(24, 218)","(28, 165)"
"(143, 252)","(158, 216)","(147, 231)"
"(244, 36)","(99, 149)","(152, 73)"
"(130, 106)","(197, 206)","(148, 171)"
"(47, 188)","(140, 105)","(83, 136)"
"(99, 20)","(40, 166)","(78, 101)"
"(84, 172)","(242, 100)","(151, 124)"
"(168, 129)","(132, 158)","(152, 145)"
"(120, 239)","(32, 137)","(86, 178)"
"(131, 35)","(80, 240)","(105, 137)"
"(199, 43)","(206, 171)","(199, 110)"
"(195, 33)","(209, 181)","(199, 110)"
"(23, 63)","(87, 108)","(59, 81)"
"(72, 96)","(69, 91)","(71, 93)"
"(170, 189)","(218, 122)","(196, 158)"
"(55, 185)","(100, 12)","(79, 100)"
"(43, 209)","(68, 246)","(52, 231)"
"(140, 24)","(145, 6)","(145, 18)"
"(74, 116)","(70, 8)","(72, 62)"
"(254, 141)","(52, 87)","(160, 107)"
"(248, 37)","(93, 183)","(145, 84)"
"(158, 231)","(232, 90)","(195, 161)"
"(35, 178)","(181, 176)","(108, 177)"
"(11, 2)","(19, 85)","(19, 39)"
"(64, 113)","(207, 189)","(120, 166)"
"(183, 216)","(38, 129)","(118, 165)"
"(217, 146)","(242, 202)","(231, 172)"
"(32, 217)","(182, 58)","(96, 127)"
"(187, 130)","(33, 207)","(117, 175)"
"(65, 24)","(2, 55)","(36, 42)"
"(0, 240)","(13, 20)","(10, 134)"
"(179, 15)","(68, 140)","(132, 86)"
"(202, 65)","(135, 130)","(166, 95)"
"(97, 3)","(63, 67)","(76, 31)"
"(216, 28)","(36, 184)","(121, 101)"
"(27, 144)","(51, 165)","(39, 154)"
"(62, 141)","(89, 68)","(77, 106)"
"(147, 141)","(33, 65)","(101, 92)"
"(236, 26)","(24, 251)","(106, 114)"
"(196, 53)","(37, 244)","(95, 127)"
"(184, 221)","(38, 184)","(109, 205)"
"(81, 224)","(113, 61)","(103, 149)"
"(95, 33)","(247, 179)","(178, 99)"
"(14, 243)","(3, 102)","(13, 168)"
"(156, 145)","(7, 232)","(85, 192)"
"(204, 210)","(232, 74)","(227, 151)"
"(71, 178)","(44, 146)","(62, 158)"
"(214, 224)","(201, 218)","(205, 224)"
"(84, 190)","(123, 33)","(110, 118)"
"(19, 230)","(131, 153)","(80, 197)"
"(160, 224)","(44, 94)","(104, 157)"
"(77, 15)","(89, 46)","(77, 36)"
"(88, 6)","(149, 245)","(100, 144)"
"(5, 239)","(126, 52)","(77, 157)"
"(118, 137)","(20, 144)","(66, 137)"
"(252, 33)","(168, 139)","(215, 91)"
"(164, 220)","(179, 8)","(165, 108)"
"(62, 62)","(66, 45)","(64, 54)"
"(39, 112)","(187, 111)","(112, 109)"
"(231, 56)","(81, 225)","(121, 105)"
"(231, 80)","(212, 49)","(222, 64)"
"(151, 215)","(41, 138)","(110, 163)"
"(172, 48)","(209, 140)","(190, 94)"
"(160, 25)","(61, 73)","(112, 50)"
"(122, 180)","(12, 247)","(61, 207)"
"(72, 12)","(153, 130)","(91, 92)"
"(28, 75)","(11, 84)","(17, 77)"
"(242, 173)","(130, 63)","(189, 115)"
"(118, 127)","(13, 1)","(52, 78)"
"(195, 70)","(139, 208)","(169, 141)"
"(110, 237)","(101, 168)","(107, 201)"
"(115, 49)","(135, 32)","(123, 39)"
"(12, 1)","(163, 76)","(102, 24)"
"(93, 97)","(201, 208)","(133, 166)"
"(162, 4)","(137, 138)","(148, 69)"
"(162, 208)","(245, 96)","(199, 148)"
"(26, 109)","(187, 136)","(101, 128)"
"(60, 216)","(80, 240)","(70, 228)"
"(24, 248)","(229, 202)","(108, 207)"
"(242, 76)","(178, 166)","(208, 119)"
"(105, 57)","(123, 118)","(114, 87)"
"(18, 204)","(199, 186)","(116, 203)"
"(76, 50)","(179, 82)","(133, 60)"
"(245, 119)","(15, 202)","(143, 173)"
"(215, 78)","(54, 104)","(139, 95)"
"(125, 220)","(166, 157)","(141, 184)"
"(127, 115)","(94, 42)","(103, 86)"
"(7, 176)","(193, 33)","(109, 114)"
"(201, 193)","(26, 117)","(109, 160)"
"(184, 80)","(212, 192)","(198, 136)"
"(97, 120)","(105, 60)","(104, 93)"
"(99, 40)","(127, 127)","(107, 89)"
"(119, 116)","(153, 150)","(130, 139)"
"(245, 52)","(146, 52)","(196, 52)"
"(39, 113)","(7, 93)","(27, 99)"
"(62, 77)","(242, 106)","(147, 96)"
"(250, 229)","(4, 249)","(137, 249)"
"(132, 179)","(36, 14)","(73, 108)"
"(126, 194)","(173, 68)","(142, 124)"
"(182, 165)","(189, 228)","(182, 200)"
"(166, 200)","(188, 121)","(168, 152)"
"(38, 4)","(68, 146)","(51, 77)"
"(71, 18)","(82, 212)","(77, 114)"
"(105, 39)","(11, 127)","(54, 79)"
"(12, 107)","(200, 49)","(105, 77)"
"(245, 145)","(154, 170)","(201, 159)"
"(181, 116)","(171, 97)","(177, 106)"
"(139, 194)","(205, 132)","(164, 155)"
"(29, 113)","(122, 6)","(78, 62)"
"(78, 88)","(102, 73)","(93, 84)"
"(97, 246)","(191, 230)","(142, 236)"
"(54, 40)","(168, 168)","(113, 102)"
"(96, 150)","(134, 151)","(115, 150)"
"(214, 186)","(109, 229)","(158, 204)"
"(182, 190)","(224, 43)","(206, 120)"
"(118, 8)","(22, 222)","(76, 121)"
"(141, 188)","(127, 250)","(136, 221)"
"(216, 6)","(83, 102)","(151, 55)"
"(244, 10)","(186, 92)","(223, 59)"
"(52, 176)","(49, 243)","(52, 210)"
"(241, 140)","(155, 23)","(181, 99)"
"(194, 224)","(184, 18)","(188, 122)"
"(254, 65)","(166, 39)","(207, 55)"
"(160, 9)","(171, 29)","(166, 18)"
"(243, 18)","(252, 45)","(246, 33)"
"(180, 4)","(168, 144)","(169, 69)"
"(120, 213)","(207, 115)","(163, 164)"
"(69, 69)","(66, 3)","(67, 37)"
"(201, 13)","(188, 12)","(194, 13)"
"(219, 226)","(66, 98)","(138, 167)"
"(213, 38)","(148, 13)","(179, 27)"
"(190, 36)","(164, 73)","(174, 51)"
"(199, 47)","(59, 1)","(126, 27)"
"(135, 221)","(102, 65)","(108, 154)"
"(185, 111)","(208, 243)","(207, 166)"
"(70, 146)","(40, 99)","(54, 124)"
"(110, 239)","(103, 242)","(106, 240)"
"(132, 191)","(28, 44)","(76, 122)"
"(241, 91)","(19, 129)","(116, 96)"
"(196, 136)","(45, 89)","(134, 99)"
"(225, 67)","(184, 123)","(202, 92)"
"(226, 56)","(84, 122)","(152, 86)"
"(72, 130)","(187, 171)","(117, 163)"
"(137, 92)","(198, 211)","(165, 154)"
"(227, 168)","(18, 129)","(111, 160)"
"(239, 222)","(68, 229)","(151, 223)"
"(202, 184)","(107, 166)","(152, 178)"
"(238, 211)","(200, 240)","(219, 225)"
"(31, 199)","(214, 135)","(128, 173)"
"(122, 54)","(231, 9)","(174, 29)"
"(149, 232)","(38, 170)","(101, 194)"
"(247, 107)","(51, 7)","(149, 57)"
"(246, 63)","(190, 137)","(219, 101)"
"(80, 173)","(96, 90)","(83, 127)"
"(4, 243)","(223, 214)","(99, 214)"
"(46, 39)","(65, 239)","(55, 139)"
"(46, 166)","(74, 165)","(59, 165)"
"(221, 126)","(130, 138)","(180, 136)"
"(84, 78)","(160, 137)","(121, 108)"
"(122, 8)","(149, 70)","(135, 39)"
"(21, 106)","(122, 81)","(65, 87)"
"(56, 62)","(197, 238)","(115, 161)"
"(175, 133)","(71, 237)","(140, 202)"
"(215, 21)","(104, 118)","(152, 62)"
"(73, 198)","(226, 155)","(146, 173)"
"(79, 195)","(80, 243)","(79, 219)"
"(15, 141)","(123, 244)","(83, 178)"
"(228, 200)","(27, 117)","(120, 166)"
"(219, 57)","(172, 241)","(199, 152)"
"(186, 138)","(142, 214)","(158, 170)"
"(138, 226)","(156, 97)","(154, 169)"
"(69, 134)","(79, 87)","(77, 114)"
"(203, 206)","(152, 72)","(191, 126)"
"(105, 175)","(111, 130)","(105, 150)"
"(8, 96)","(39, 9)","(22, 51)"
"(65, 103)","(227, 70)","(148, 89)"
"(221, 165)","(254, 238)","(236, 203)"
"(108, 201)","(154, 195)","(134, 201)"
"(46, 243)","(173, 157)","(113, 204)"
"(193, 140)","(39, 99)","(112, 124)"
"(36, 163)","(136, 71)","(96, 127)"
"(32, 214)","(135, 227)","(87, 217)"
"(76, 196)","(44, 34)","(72, 103)"
"(1, 22)","(47, 219)","(21, 123)"
"(231, 185)","(207, 9)","(223, 93)"
"(230, 44)","(124, 156)","(178, 101)"
"(65, 117)","(191, 155)","(127, 137)"
"(86, 169)","(232, 223)","(151, 204)"
"(82, 67)","(68, 115)","(80, 96)"
"(179, 28)","(66, 218)","(111, 111)"
"(220, 59)","(252, 42)","(233, 48)"
"(54, 26)","(137, 160)","(96, 92)"
"(116, 231)","(77, 248)","(91, 234)"
"(181, 207)","(28, 109)","(106, 157)"
"(130, 138)","(16, 52)","(78, 90)"
"(36, 151)","(214, 107)","(130, 134)"
"(106, 61)","(23, 207)","(59, 128)"
"(118, 200)","(218, 113)","(166, 155)"
"(112, 63)","(31, 123)","(79, 100)"
"(172, 216)","(59, 84)","(107, 159)"
"(40, 129)","(82, 173)","(70, 142)"
"(254, 1)","(84, 207)","(147, 82)"
"(120, 187)","(171, 72)","(141, 125)"
"(109, 250)","(99, 191)","(108, 217)"
"(87, 193)","(143, 138)","(122, 173)"
"(20, 87)","(132, 113)","(84, 92)"
"(140, 228)","(131, 67)","(133, 150)"
"(199, 107)","(154, 226)","(180, 170)"
"(161, 94)","(4, 179)","(83, 137)"
"(29, 120)","(23, 25)","(27, 72)"
"(43, 180)","(107, 175)","(77, 180)"
"(34, 191)","(251, 236)","(150, 206)"
"(176, 172)","(87, 138)","(121, 166)"
"(145, 43)","(178, 223)","(161, 133)"
"(232, 20)","(242, 239)","(232, 134)"
"(252, 105)","(6, 149)","(128, 126)"
"(74, 150)","(215, 165)","(137, 166)"
"(42, 36)","(130, 49)","(85, 43)"
"(58, 28)","(122, 185)","(82, 114)"
"(16, 250)","(204, 20)","(98, 123)"
"(106, 36)","(234, 13)","(163, 18)"
"(42, 118)","(27, 210)","(28, 157)"
"(180, 22)","(242, 105)","(218, 56)"
"(13, 84)","(180, 99)","(96, 92)"
"(150, 75)","(148, 3)","(148, 40)"
"(193, 252)","(8, 14)","(93, 141)"
"(91, 19)","(80, 94)","(81, 52)"
"(33, 68)","(11, 111)","(26, 93)"
"(212, 166)","(9, 108)","(95, 153)"
"(80, 193)","(251, 20)","(143, 84)"
"(248, 0)","(18, 9)","(131, 3)"
"(102, 72)","(241, 131)","(174, 99)"
"(190, 63)","(13, 52)","(99, 60)"
"(76, 157)","(41, 244)","(62, 204)"
"(40, 213)","(222, 26)","(118, 107)"
"(125, 136)","(69, 29)","(90, 90)"
"(52, 71)","(44, 105)","(49, 89)"
"(139, 74)","(148, 168)","(143, 121)"
"(203, 10)","(163, 228)","(175, 111)"
"(243, 63)","(144, 214)","(199, 144)"
"(184, 154)","(2, 2)","(80, 91)"
"(91, 46)","(35, 229)","(76, 150)"
"(201, 49)","(212, 248)","(202, 153)"
"(56, 80)","(83, 82)","(69, 81)"
"(238, 44)","(1, 119)","(110, 72)"
"(4, 92)","(17, 158)","(17, 118)"
"(246, 75)","(27, 199)","(111, 111)"
"(115, 46)","(38, 244)","(76, 144)"
"(168, 221)","(155, 69)","(163, 144)"
"(186, 237)","(40, 65)","(107, 157)"
"(221, 142)","(237, 123)","(229, 133)"
"(139, 16)","(25, 19)","(84, 20)"
"(106, 38)","(194, 16)","(146, 23)"
"(112, 250)","(11, 179)","(72, 204)"
"(85, 176)","(64, 156)","(76, 165)"
"(191, 245)","(189, 144)","(189, 196)"
"(145, 216)","(67, 59)","(99, 145)"
"(251, 55)","(231, 105)","(233, 72)"
"(246, 85)","(246, 105)","(246, 95)"
"(48, 176)","(169, 98)","(97, 126)"
"(9, 234)","(96, 45)","(76, 163)"
"(24, 81)","(44, 8)","(34, 45)"
"(247, 27)","(231, 144)","(232, 78)"
"(183, 144)","(38, 218)","(109, 179)"
"(178, 32)","(120, 74)","(151, 55)"
"(136, 139)","(131, 155)","(136, 149)"
"(232, 180)","(25, 12)","(153, 72)"
"(245, 155)","(153, 137)","(200, 145)"
"(73, 72)","(52, 186)","(61, 127)"
"(253, 180)","(246, 191)","(251, 187)"
"(20, 99)","(3, 231)","(20, 172)"
"(133, 179)","(62, 16)","(91, 104)"
"(84, 226)","(45, 103)","(76, 153)"
"(250, 143)","(115, 141)","(184, 141)"
"(248, 232)","(250, 153)","(249, 193)"
"(157, 0)","(212, 236)","(189, 113)"
"(242, 4)","(31, 47)","(135, 24)"
"(233, 158)","(162, 231)","(174, 171)"
"(32, 41)","(130, 238)","(83, 137)"
"(209, 15)","(208, 32)","(208, 23)"
"(226, 191)","(35, 4)","(93, 135)"
"(13, 177)","(33, 202)","(25, 187)"
"(83, 6)","(223, 100)","(149, 57)"
"(23, 227)","(100, 146)","(74, 199)"
"(67, 80)","(248, 71)","(162, 83)"
"(252, 207)","(73, 80)","(139, 167)"
"(178, 114)","(247, 221)","(229, 151)"
